Major,Course Name,Course ID,CRN,Credits,Instructor
LAW,Second-Year SeminarRestriction: Department Approval,LAW 530,85520,3,C J Petersen
LAW,Second-Year SeminarRestriction: Department Approval,LAW 530,85521,3,M A Stewart
LAW,Business Associations,LAW 531,83557,3,R J Wallsgrove
LAW,Health Law,LAW 532,85528,1-3,J H Pietsch
LAW,Constitutional Law II,LAW 534,83558,3,D Dangaran
LAW,Remedies,LAW 539,84755,3,R C Chen
LAW,Contract Drafting,LAW 540,85560,2,D M Fujimoto
LAW,Contract Drafting,LAW 540,85561,2,TBA
LAW,Criminal Procedure,LAW 541,83689,4,G Rubinstein
LAW,Evidence,LAW 543,89244,4,K L Lawson
LAW,"J-Term: Alternative Disp Res(National Security, Legal Strategy, and Business Risk)Restriction: Department Approval",LAW 546B,89443,1,R F Parke
LAW,J-Term: Rule of Law(Hard Cases),LAW 546C,81636,1,H A Young
LAW,J-Term: Law Practice(Hawaii Federal Trial Academy (HFTA))Restriction: Department Approval,LAW 546D,83668,1,R F Parke
LAW,J-Term: Access to Justice(Leadership for Lawyers)Restriction: Department Approval,LAW 546F,82552,1,H A Young
LAW,"J-Term: Public Law(Race, Inequality and Infrastructure)",LAW 546G,86647,1,R F Parke
LAW,J-Term: Legal Practice(How Automation and AI will Impact the Legal Field)Restriction: Department Approval,LAW 546I,86648,1,M Stubenberg
LAW,"J-Term: Rights(Climate Change and the World Court: Pacific Voices, Global Justice)",LAW 546J,87718,1,H A Young
LAW,Gender: Law and Conflicts,LAW 547,89267,3,C J Petersen
LAW,Immigration Law,LAW 548,89246,3,E S Yoo
LAW,Trusts & Estates,LAW 552,89248,3,N Mirkay
LAW,E-Discovery,LAW 553,89249,2,S E Thompson
LAW,Secured Transactions,LAW 554,89247,3,C D Booth
LAW,Externship: HawaiiRestriction: Department Approval,LAW 555H,83561,1-6,E R Capulong
LAW,Externship: HawaiiRestriction: Department Approval,LAW 555H,83562,1-6,L Y Ebesugawa
LAW,Externship: HawaiiRestriction: Department Approval,LAW 555H,83563,1-6,T Y Nakamura
LAW,High Growth EntrepreneurshipRestriction: Major,LAW 560,85563,3,J D Levinson
LAW,Administrative Law,LAW 561,83559,3,K A Turcan
LAW,Trial PracticeRestriction: Department Approval,LAW 563,84756,3,S Kessler
LAW,Pre-Trial Litigation,LAW 564,88088,2,D R Kobayashi
LAW,Non-Profit Organizations,LAW 566,89263,3,T K Asam
LAW,Federal Courts,LAW 571,83962,3,L K Robel
LAW,Advanced Legal AnalysisRestriction: Instructor Approval,LAW 577,86389,3,L Skilling
LAW,Land Use Management & Control,LAW 580,88355,3,A N Boyte
LAW,Civil Rights,LAW 584,89264,3,D Dangaran
LAW,Extended Bar Review II,LAW 588,89265,2,M Apodaca
LAW,Wrkshp/Clnc: Prosecution,LAW 590B,85568,1-6,J L Barkai
LAW,Wrkshp/Clnc: Defense,LAW 590C,85569,3,W M Bento
LAW,Beyond Guilt Hawai'i,LAW 590F,89266,4,K L Lawson
LAW,Wrkshp/Clnc: Estate Planning,LAW 590G,85570,3,E S Young
LAW,Wrkshp/Clnc: Native Hawn Rts,LAW 590I,85573,3,D K Sproat
LAW,Wrkshp/Clnc: Family Law,LAW 590J,85577,3,M G Minerbi
LAW,Wrkshp/Clnc: Entrep. & Sm. Bus,LAW 590K,87867,3,G R Kim
LAW,Wrkshp/Clnc: Lawyering Skills,LAW 590N,85703,3,A J Lovitt
LAW,Wrkshp/Clnc: Immigration,LAW 590Q,85580,3,E S Yoo
LAW,Wrkshp/Clnc: Child Welfare,LAW 590R,84749,3,T Ige
LAW,Wrkshp/Clnc: HI Innoc Proj II,LAW 590T,83564,4,K L Lawson
LAW,Wkshp/Clnc: Med Legal P'ship,LAW 590U,85581,3,D M Shek
LAW,"Native Hlth Eth, Law, & Plcy",LAW 594,87722,3,L M Riley
LAW,Directed Study and ResearchRestriction: Department Approval,LAW 599,89286,1-3,T J Andrade
LAW,Directed Study and ResearchRestriction: Department Approval,LAW 599,89287,3,T J Andrade
LING,Intro to the Study of Language,LING 102,85072,3,TBA
LING,Intro to the Study of Language,LING 102,85073,3,TBA
LING,Intro to the Study of Language,LING 102,85074,3,TBA
LING,Intro to the Study of Language,LING 102,85075,3,TBA
LING,Intro to the Study of Language,LING 102,85076,3,TBA
LING,Intro to the Study of Language,LING 102,85164,3,TBA
LING,Intro to the Study of Language,LING 102,85165,3,TBA
LING,Intro to the Study of Language,LING 102,85166,3,TBA
LING,Intro to the Study of Language,LING 102,85167,3,TBA
LING,Intro to the Study of Language,LING 102,85168,3,TBA
LING,Intro to the Study of Language,LING 102,87644,3,TBA
LING,Intro to the Study of Language,LING 102,87645,3,TBA
LING,Intro to the Study of Language,LING 102,87646,3,TBA
LING,Language endangerment,LING 105,85077,3,TBA
LING,Language endangerment,LING 105,88633,3,TBA
LING,Language & AI: A Basic Intro,LING 131,88681,3,W O'Grady
LING,Language in HAP: Unit Mastery,LING 150B,85078,3,TBA
LING,Language in HAP: Lect/Disc,LING 150C,85169,3,TBA
LING,Language in HAP: Lect/Disc,LING 150C,85170,3,A R Cabrera
LING,Language in HAP: Lect/Disc,LING 150C,85171,3,TBA
LING,The Language of Children,LING 170,88634,3,A B Reddy
LING,General Linguistics,LING 320,80409,3,TBA
LING,Raciolinguistics,LING 418,88635,3,A Cheng
LING,Morphology,LING 420,82020,3,G M Holton
LING,Intro to Phonological Analysis,LING 421,80866,3,S M Easterday
LING,Intro to Phonological Analysis,LING 421,89015,3,TBA
LING,Computational Modeling,LING 431,86776,3,W O'Grady
LING,Grammar,LING 622,82021,3,S Fukuda
LING,Field Methods,LING 630,80983,3,B J McDonnell
LING,Linguistics of Sign Languages,LING 635,88636,3,L J Pappas
LING,Phonetics and Phonology,LING 640F,86411,3,A Cheng
LING,Psycholinguistics,LING 640Y,82752,3,A Schafer
LING,Techniques Lang Documentation,LING 710,82525,3,L J Pappas
LING,Sem:  Phonetics & Phonology,LING 750F,87583,3,S M Easterday
LING,Seminar: General,LING 750G,86729,3,W O'Grady
LING,Seminar: General,LING 750G,88637,3,G M Holton
LING,Seminar: Language Acquisition,LING 750Q,83893,3,K Deen
LING,Seminar: Language Acquisition,LING 750Q,88638,3,K Deen
LIS,Intro to Reference & Info SvcsRestriction: Department Approval,LIS 601,84291,3,S Robertson
LIS,Foundations Info ProfessionsRestriction: Department Approval,LIS 610,85461,3,M Garud
LIS,Collection ManagementRestriction: Department Approval,LIS 615,88847,3,A Wertheimer
LIS,Indigenous LibrarianshipRestriction: Department Approval,LIS 633,88855,3,K S Long
LIS,"Records, Archives and MemoryRestriction: Department Approval",LIS 654,88856,3,A Rayburn
LIS,Records ManagementRestriction: Department Approval,LIS 657,88853,3,A Rayburn
LIS,Books and Media for ChildrenRestriction: Department Approval,LIS 681,88857,3,C R Ramirez
LIS,Services in Public LibrariesRestriction: Department Approval,LIS 683,88858,3,Y L Hurtado
LIS,Info Literacy & Learng ResourcRestriction: Department Approval,LIS 686,82765,3,M Garud
LIS,InternshipRestriction: Department Approval,LIS 690,82462,1-3,M L Hull
LIS,Masters SeminarRestriction: Department Approval,LIS 691,85462,3,R S Gazan
LIS,Special Topics Info Studies(Genealogy Research & Resources)Restriction: Department Approval,LIS 693,87415,3,K S Long
LLEA,"Gods, Heroes, and Dragons",LLEA 247,85436,3,K B Hammerich
LLEA,French Literature as Film,LLEA 339,86571,3,L J Bousquet
LLEA,Russian Film,LLEA 355,88803,3,A G Kostetskaya
LLEA,Europeans in the Pacific,LLEA 371,87679,3,N R Schweizer
LLEA,Europeans in the Pacific,LLEA 371,88552,3,N R Schweizer
LLEA,Two Germanies 1945-1989,LLEA 415,88544,3,K B Hammerich
LTEC,Tech for Academic Success,LTEC 112,83053,3,A Eichelberger
LTEC,Tech for Academic Success,LTEC 112,83148,3,M L Nakamura
LTEC,Tech for Academic Success,LTEC 112,84246,3,A C Tanners
LTEC,Tech for Academic Success,LTEC 112,86718,3,M M Mallchok
LTEC,Tech for Academic Success,LTEC 112,87434,3,R A Rivers
LTEC,Tech for Academic Success,LTEC 112,87435,3,R A Rivers
LTEC,Tech for Acad Success-Business,LTEC 113,84566,1,M L Nakamura
LTEC,Tech for Acad Success-Business,LTEC 113,84567,1,K C Hino
LTEC,Tech for Acad Success-Business,LTEC 113,87436,1,J Y Zhou
LTEC,Tech for Acad Success-Business,LTEC 113,88329,1,J Y Zhou
LTEC,Social Media and Learning,LTEC 448,83149,3,J R Chillingworth
LTEC,Social Media and Learning,LTEC 448,88339,3,J R Chillingworth
LTEC,Ed Tech Research & EvaluationRestriction: Instructor Approval,LTEC 611,82994,3,C Baek
LTEC,Intro to Online LearningRestriction: Instructor Approval,LTEC 612,82995,3,C P Ho
LTEC,Instr Design & DevelopmentRestriction: Instructor Approval,LTEC 613,83052,3,S Janakiraman
LTEC,Project Mgmt & Instr DesignRestriction: Instructor Approval,LTEC 615,89240,3,S Janakiraman
LTEC,Developing Online LearningRestriction: Instructor Approval,LTEC 632,82996,3,D C Hirata
LTEC,Info Literacy & Learng ResourcRestriction: Major,LTEC 686,87950,3,M Garud
LTEC,LTEC Training & Eval PracticumRestriction: Instructor Approval,LTEC 689,82997,3,C Baek
LTEC,Sem in Tech LdrshpRestriction: Instructor Approval,LTEC 690,83352,3,P W Leong
LTEC,Directed Reading and/or RschRestriction: Instructor Approval,LTEC 699,86812,1-12,P W Leong
LTEC,Seminar in Et Issues: ResearchRestriction: Instructor Approval,LTEC 750E,87438,3,D Hoffman
LTEC,Seminar in ET TheoryRestriction: Instructor Approval,LTEC 760,82999,3,D Hoffman
LTEC,Seminar in ET TheoryRestriction: Instructor Approval,LTEC 760,83725,3,M P Menchaca
LTEC,Seminar in ET TheoryRestriction: Instructor Approval,LTEC 760,84245,3,M P Menchaca
LWEV,Environ Compliance & Reg Ind,LWEV 512,89169,2,F L Cioffi
LWEV,Intl Environmental Law,LWEV 528,89270,2,M A Stewart
LWEV,Intl Environmental Law,LWEV 528,89271,3,M A Stewart
LWEV,Environmental Litigation Sem,LWEV 529,89253,1-3,L Brown
LWEV,Environmental Law,LWEV 582,89272,3,R J Wallsgrove
LWEV,Domestic Ocean & Coastal Law,LWEV 592,89256,3,D M Forman
LWEV,International Ocean Law,LWEV 593,84750,2,S P Broder
LWJT,Law ReviewRestriction: Department Approval,LWJT 545,83566,1,J D Levinson
LWJT,Asian-Pacific Law JournalRestriction: Department Approval,LWJT 546,84757,1,M Levin
LWLR,Legal Research and AnalysisRestriction: Department Approval,LWLR 501,84762,2,C Lenz
LWLR,Legal Research and AnalysisRestriction: Department Approval,LWLR 501,84763,2,V J Szymczak
LWLR,Legal Research and AnalysisRestriction: Department Approval,LWLR 501,85586,2,V J Szymczak
LWLR,Legal Research and AnalysisRestriction: Department Approval,LWLR 501,85587,2,C Lenz
LWLW,Law Teaching Seminar IIRestriction: Department Approval,LWLW 538,85598,1,H S Temple
LWLW,Law Teaching Seminar IIRestriction: Department Approval,LWLW 538,85602,1,T J Andrade
LWLW,Law Teaching Seminar IIRestriction: Department Approval,LWLW 538,85603,2,T J Andrade
LWPA,Law and Society in Japan,LWPA 514,86394,3,M Levin
LWPA,Human Rights in Asia,LWPA 569,89282,3,T Baik
LWPA,Intl Legal Studies: Business,LWPA 575B,86395,3,C D Booth
LWPA,Intl Business TransactionsRestriction: College,LWPA 579,87729,3,TBA
LWPA,Foundations for Kanawai,LWPA 580,89280,3,A U Tanigawa Lum
LWPA,NHL TOPICS: Polcy & Governce(Examining Pathways to Self Determination),LWPA 582B,84509,2,D H Kauanoe
LWPA,NHL TOPICS: Polcy & Governce(Examining Pathways to Self Determination),LWPA 582B,89241,3,D H Kauanoe
LWPA,Comparative Law,LWPA 587,87732,3,T Baik
LWPA,Pacific Island Legal Systems,LWPA 594,84753,2,S K Serrano
LWPA,Pacific Island Legal Systems,LWPA 594,89283,3,S K Serrano
LWUL,American Legal Systems IIRestriction: Department Approval,LWUL 502,85618,1,T J Andrade
MATH,Survey of Mathematics,MATH 100,81361,3,S I Post
MATH,Survey of Mathematics,MATH 100,83595,3,S I Post
MATH,Survey of Mathematics,MATH 100,85628,3,S I Post
MATH,Survey of Mathematics,MATH 100,83596,3,S I Post
MATH,Survey of Mathematics,MATH 100,85657,3,S I Post
MATH,Math for Elementary Teachers I,MATH 111,87674,3,T M Johnson
MATH,Math for Elem Teachers II,MATH 112,80861,3,H E Chou
MATH,Math for Elem Teachers II,MATH 112,81722,3,H E Chou
MATH,Precalc: Elementary Functions,MATH 134,82725,3,L Agcaoili
MATH,Precalc: Elementary Functions,MATH 134,85534,3,L Agcaoili
MATH,Precalc: Elementary Functions,MATH 134,85823,3,L Agcaoili
MATH,Precalc: Elementary Functions,MATH 134,87531,3,S L Fields
MATH,Precalc: Elementary Functions,MATH 134,87565,3,J Parker
MATH,Precalc: Elementary Functions,MATH 134,87566,3,J Parker
MATH,Precalculus,MATH 140X,86574,4,J C Robertson
MATH,Precalculus,MATH 140X,86575,4,J C Robertson
MATH,Precalculus,MATH 140X,86577,4,J C Robertson
MATH,Precalculus,MATH 140X,86578,4,J C Robertson
MATH,Precalculus,MATH 140X,87580,4,J C Robertson
MATH,Precalculus,MATH 140X,86579,4,J C Robertson
MATH,Precalculus,MATH 140X,86580,4,J C Robertson
MATH,Precalculus,MATH 140X,86581,4,J C Robertson
MATH,Precalculus,MATH 140X,86582,4,J C Robertson
MATH,Precalculus,MATH 140X,87585,4,D W Myers
MATH,"Precalc, Elements of Calculus",MATH 161,82029,3,J Parker
MATH,Applied Calculus I,MATH 215,81816,4,D Takagi
MATH,Applied Calculus I,MATH 215,82636,4,D Takagi
MATH,Applied Calculus I,MATH 215,80418,4,D Takagi
MATH,Applied Calculus II,MATH 216,80419,3,E A Gross
MATH,Calculus I,MATH 241,80420,4,J O Hachmeister
MATH,Calculus I,MATH 241,81238,4,J O Hachmeister
MATH,Calculus I,MATH 241,83055,4,E Guentner
MATH,Calculus I,MATH 241,83056,4,E Guentner
MATH,Calculus I,MATH 241,80421,4,S I Post
MATH,Calculus I,MATH 241,81813,4,D M Polakowski
MATH,Calculus I,MATH 241,81817,4,D M Polakowski
MATH,Calculus I,MATH 241,82529,4,D M Polakowski
MATH,Calculus I,MATH 241,89194,4,D M Polakowski
MATH,Calculus II,MATH 242,80422,4,A Jaime
MATH,Calculus II,MATH 242,80423,4,A Jaime
MATH,Calculus II,MATH 242,80424,4,L W Lanerolle
MATH,Calculus II,MATH 242,80425,4,L W Lanerolle
MATH,Calculus II,MATH 242,81554,4,A Jaime
MATH,Calculus II,MATH 242,81814,4,A Jaime
MATH,Calculus II,MATH 242,83142,4,D Erman
MATH,Calculus II,MATH 242,83143,4,D Erman
MATH,Calculus II,MATH 242,81815,4,N Antin
MATH,Calculus II,MATH 242,82191,4,N Antin
MATH,Calculus II,MATH 242,84043,4,H E Chou
MATH,Calculus II,MATH 242,84044,4,H E Chou
MATH,Calculus II,MATH 242,87601,4,M Jovovic
MATH,Calculus III,MATH 243,80426,3,A Jaime
MATH,Calculus III,MATH 243,80427,3,C Xu
MATH,Calculus III,MATH 243,83145,3,F Glebe
MATH,Calculus IV,MATH 244,84307,3,D M Polakowski
MATH,Calculus IV,MATH 244,82030,3,B Leathers
MATH,Calculus IV,MATH 244,80428,3,K Corea
MATH,Calculus IV,MATH 244,87567,3,K Corea
MATH,Accelerated Calculus II,MATH 252A,86442,4,Y Mileyko
MATH,Accelerated Calculus IIIRestriction: Honors Program Approval,MATH 253A,83337,4,M Romney
MATH,Intro to Differential Eqns I,MATH 302,80429,3,L W Lanerolle
MATH,Intro to Differential Eqns I,MATH 302,82531,3,J O Hachmeister
MATH,Linear Alg & Diff Eq,MATH 307,80969,3,J O Hachmeister
MATH,Linear Alg & Diff Eq,MATH 307,82281,3,K Corea
MATH,Linear Alg & Diff Eq,MATH 307,83144,3,R Willett
MATH,Linear Alg & Diff Eq,MATH 307,86736,3,J C Robertson
MATH,Introduction to Linear Algebra,MATH 311,80430,3,C Xu
MATH,Intro to Advanced Mathematics,MATH 321,83280,3,K H Dovermann
MATH,Introduction to Real Analysis,MATH 331,80862,3,M Jovovic
MATH,Elem Probability & Statistics,MATH 372,83597,3,M Bacharach
MATH,Partial Differential Eqns I,MATH 402,86443,3,B Leathers
MATH,Linear Algebra,MATH 411,85535,3,F Glebe
MATH,Intro to Abstract Algebra,MATH 413,89424,3,P Guerzhoy
MATH,Intro to the Theory of Numbers,MATH 420,89185,3,K H Dovermann
MATH,Differential Geometry,MATH 443,89183,3,M Chyba
MATH,Axiomatic Set Theory,MATH 454,89182,3,D Ross
MATH,Statistical Inference,MATH 472,89186,3,M Bacharach
MATH,Senior Seminar,MATH 480,82530,2,H Zheng
MATH,Numerical Analysis,MATH 607,89187,3,T C Hangelbroek
MATH,Commutative Ring Theory,MATH 615,89188,3,D Erman
MATH,Key Elements of TopologyRestriction: Major,MATH 620,89500,1,Y Mileyko
MATH,Topology,MATH 621,82726,3,R Willett
MATH,Real Variables,MATH 631,89221,3,E Guentner
MATH,Analytic Function Theory,MATH 645,89222,3,M Romney
MATH,Tpcs: Algebraic Topology,MATH 649R,85172,3,K H Dovermann
MATH,Adv Probability,MATH 671,89220,3,B Kjos-Hanssen
MATH,Directed Reading and Research,MATH 699,85948,1,C Xu
MBBE,Essential Biochemistry,MBBE 375,84242,3,P Nerurkar
MBBE,Molecular Biotechnology,MBBE 401,80443,3,Z Du
MBBE,Molecular Biotech L - CRISPR,MBBE 401L,85455,2,Z Du
MBBE,Principles of BiochemistryRestriction: Instructor Approval,MBBE 402,81390,4,J Bingham
MBBE,Principles of BiochemistryRestriction: Instructor Approval,MBBE 402,84407,4,J Bingham
MBBE,Principles of Biochemistry Lab,MBBE 402L,82438,2,N Jiang
MBBE,Molecular Cell Biology II,MBBE 408,81944,3,R M Carrillo
MBBE,AI for Bioprocesses,MBBE 447,87956,3,G W Roell
MBBE,Bioinformatics,MBBE 483,81502,3,G G Presting
MBBE,Molecular Biology and Genetics,MBBE 602,87960,3,Y Cho
MBBE,Molecular Biosciences Seminar,MBBE 610,85454,1,G W Roell
MBBE,Professional Development,MBBE 611,86732,1,J Bingham
MBBE,Plant Biochemistry,MBBE 620,88733,3,N Jiang
MBIO,Career Skills for Marine Bio(Scientific Writing)Restriction: Major,MBIO 603,89407,1,J McDevitt-Irwin
MBIO,Mathematical Ecology Mar SysRestriction: Major,MBIO 610,85696,3,L C McManus
MBIO,Marine Mammal Sci & ConservRestriction: Major,MBIO 650,89165,3,L Bejder
MBIO,Seminar in MB: Marine Bio,MBIO 691B,88410,1,R J Toonen
MBIO,Topics in MB Phys Beh & Bio(Coral Biology in a Changing World),MBIO 725,89167,3,C R Drury
MBIO,Topics in Quantitative Biology(Bayesian Methods for Fisheries and Marine Biology),MBIO 740,89168,3,M K Donovan
MBIO,Topics in Quantitative Biology(Marine Species Distribution Models),MBIO 740,89170,3,E C Franklin
MDED,Sr Interdisc Elective: Med EdRestriction: Major,MDED 545B,82577,4-12,R T Kasuya
MDED,Sr Interdisc Elective: Ldrshp,MDED 545D,84925,6,J S Omori
MDED,Sr Interdisc Elective: Jr Dir,MDED 545E,83713,6,J S Omori
MDED,Sr Interdisc Elective: Jr Dir,MDED 545E,86755,6,J S Omori
MDED,MD 3 Renal/HematologyRestriction: Major,MDED 553,81741,7,D T Horio
MDED,MD 3 Renal/HematologyRestriction: Major,MDED 553,88236,7,B N Limm
MDED,MD 3 Tutorials,MDED 553L,81742,4,B N Limm
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81743,4,D T Horio
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81744,4,R Miyamoto
MDED,MD 3 Tutorials,MDED 553L,81745,4,M A Ortega
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81746,4,B A Chun
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81747,4,B F Issell
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81748,4,C A Bender
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81749,4,A A Powers
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81750,4,B C Fogelgren
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,81751,4,D C Smith
MDED,MD 3 Tutorials,MDED 553L,81752,4,F P Bellinger
MDED,MD 3 Tutorials,MDED 553L,81753,4,J K Onopa
MDED,MD 3 TutorialsRestriction: Instructor Approval,MDED 553L,82173,4,H L Lew
MDED,MD 4 GI/EndocrineRestriction: Major,MDED 554,81754,7,J K Higa
MDED,MD 4 GI/EndocrineRestriction: Major,MDED 554,88328,7,D L Carpenter
MDED,MD 4 Tutorials,MDED 554L,81755,4,D F Lee
MDED,MD 4 Tutorials,MDED 554L,81756,4,F P Bellinger
MDED,MD 4 Tutorials,MDED 554L,81757,4,D T Horio
MDED,MD 4 Tutorials,MDED 554L,81758,4,R P Ruggieri
MDED,MD 4 TutorialsRestriction: Instructor Approval,MDED 554L,81759,4,S F Fong
MDED,MD 4 TutorialsRestriction: Instructor Approval,MDED 554L,81760,4,J K Higa
MDED,MD 4 TutorialsRestriction: Instructor Approval,MDED 554L,81761,4,J K Higa
MDED,MD 4 Tutorials,MDED 554L,81762,4,A A Powers
MDED,MD 4 Tutorials,MDED 554L,81763,4,J H Uyehara
MDED,MD 4 Tutorials,MDED 554L,81764,4,B A Chun
MDED,MD 4 Tutorials,MDED 554L,81765,4,P A Latare
MDED,MD 4 Tutorials,MDED 554L,81766,4,E R Noel
MDED,MD 4 TutorialsRestriction: Instructor Approval,MDED 554L,81767,4,D L Carpenter
MDED,MD 4 Tutorials,MDED 554L,82174,4,D L Carpenter
MDED,MD 7 The Life Cycle,MDED 557,81482,7,K S Thompson
MDED,MD 7 The Life Cycle,MDED 557,88235,7,T L Schiff-Elfalan
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,81768,4,V Balaraman
MDED,MD 7 Tutorials,MDED 557L,81769,4,K S Thompson
MDED,MD 7 Tutorials,MDED 557L,81770,4,S A Patel
MDED,MD 7 Tutorials,MDED 557L,81771,4,D F Lee
MDED,MD 7 Tutorials,MDED 557L,81772,4,C K Okado
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,81773,4,E R Noel
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,81774,4,K N Wong
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,81775,4,S Raidoo
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,81776,4,T K Hong
MDED,MD 7 Tutorials,MDED 557L,81777,4,K S Thompson
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,82068,4,E R Kling
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,82647,4,T L Schiff-Elfalan
MDED,MD 7 TutorialsRestriction: Instructor Approval,MDED 557L,82648,4,K S Soin
MDED,MD 7 Tutorials,MDED 557L,84176,4,V S Wong
MDED,Third Year ColloquiaRestriction: Major,MDED 563,84912,2,R T Shimamoto
MDED,Senior Seminars: Week 2,MDED 564C,85946,2,D F Lee
MDED,Senior Seminars: Week 3,MDED 564D,85945,1,I L Nip
MDED,Unit 3 Clinical SkillsRestriction: Department Approval,MDED 573,84631,2,D T Bolger
MDED,Unit 4 Clinical SkillsRestriction: Major,MDED 574,84906,2,D T Bolger
MDED,Unit 7 Clinical Skills,MDED 577,84910,2,D T Bolger
MDED,Unit 3 Community HealthRestriction: Instructor Approval,MDED 583,81778,2,K N Voloch
MDED,Unit 3 Community HealthRestriction: Instructor Approval,MDED 583,81779,2,S K Kaulukukukui
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,81780,2,M L Kamaka
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,81781,2,J S Omori
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,81782,2,K S Thompson
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,81961,2,B M Brown
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,81962,2,K H Masaki
MDED,Unit 3 Community HealthRestriction: Instructor Approval,MDED 583,82649,2,I L Nip
MDED,Unit 3 Community HealthRestriction: Instructor Approval,MDED 583,82650,2,K M Withy
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,82899,2,S F Fong
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,82900,2,K M Withy
MDED,Unit 3 Community HealthRestriction: Instructor Approval,MDED 583,82990,2,T K Hong
MDED,Unit 3 Community HealthRestriction: Major,MDED 583,84115,2,C J Yoneshige
MDED,Unit 4 Community HealthRestriction: Instructor Approval,MDED 584,81783,2,K N Voloch
MDED,Unit 4 Community HealthRestriction: Instructor Approval,MDED 584,81784,2,S K Kaulukukukui
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,81785,2,M L Kamaka
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,81786,2,J S Omori
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,81787,2,K S Thompson
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,81963,2,B M Brown
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,81964,2,K H Masaki
MDED,Unit 4 Community HealthRestriction: Instructor Approval,MDED 584,82651,2,I L Nip
MDED,Unit 4 Community HealthRestriction: Instructor Approval,MDED 584,82652,2,K M Withy
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,82901,2,S F Fong
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,82902,2,K M Withy
MDED,Unit 4 Community HealthRestriction: Instructor Approval,MDED 584,82991,2,T K Hong
MDED,Unit 4 Community HealthRestriction: Major,MDED 584,84114,2,C J Yoneshige
MDED,Topics in Medicine,MDED 591,88433,1,J K Okamoto
MDED,Research in Medical Education,MDED 599,84117,1-6,T L Schiff-Elfalan
ME,Space Exploration,ME 201,87307,4,P A Englert
ME,Intro to Engr DesignRestriction: Major,ME 213,84620,3,M Ghasemi-Nejhad
ME,Applied Mechanics IIRestriction: Major,ME 271,82629,3,N Antin
ME,ThermodynamicsRestriction: Major,ME 311,84621,4,V Mancuso
ME,Mechanics of Fluids and LabRestriction: Major,ME 322,83343,4,W E Uspal
ME,Mechanics of Fluids and LabRestriction: Major,ME 322,83344,4,W E Uspal
ME,Mechanics of Fluids and LabRestriction: Major,ME 322,83345,4,W E Uspal
ME,Materials Science and Engr,ME 331,82497,3,T J Shimokusu
ME,Manufacturing Processes & LabRestriction: Major,ME 341,81630,4,T Yap
ME,Manufacturing Processes & LabRestriction: Major,ME 341,83642,4,T Yap
ME,Manufacturing Processes & LabRestriction: Major,ME 341,83643,4,T Yap
ME,Computer Meth in EngineeringRestriction: Major,ME 360,81352,3,A Klishin
ME,Component DesignRestriction: Major,ME 372,81523,3,B Konh
ME,Kinematics/Dynamics MachineryRestriction: Major,ME 374,81125,3,D Azimov
ME,Dynamics Machines Systems &LabRestriction: Major,ME 375,83346,4,T Wang
ME,Dynamics Machines Systems &LabRestriction: Major,ME 375,83347,4,T Wang
ME,Dynamics Machines Systems &LabRestriction: Major,ME 375,83348,4,T Wang
ME,Space Mission Design,ME 400,85341,4,M A Nunes
ME,AstronauticsRestriction: Major,ME 419,87309,3,T C Sorensen
ME,Heat Transfer and LabRestriction: Major,ME 422,83349,4,Y Zuo
ME,Heat Transfer and LabRestriction: Major,ME 422,83350,4,H Ozawa
ME,Heat Transfer and LabRestriction: Major,ME 422,83351,4,H Ozawa
ME,Introduction to Gas DynamicsRestriction: Major,ME 424,89488,3,H Ozawa
ME,Solar Thermal Engineering,ME 428,89440,3,W Qu
ME,Materials Selection for DesignRestriction: Major,ME 434,89010,3,L H Hihara
ME,Electrochemical Power SourcesRestriction: Major,ME 466,87311,3,M Dubarry
